,title,release_date,budget,revenue,runtime,rating,vote_count,language
3227,The Wind That Shakes the Barley,5/18/2006,6500000.0,22889018.0,124.0,7.1,154.0,English
3228,Yeh Jawaani Hai Deewani,5/31/2013,7700000.0,46000000.0,159.0,7.2,79.0,Hindi
3229,Quo Vadis,11/8/1951,8250000.0,30000000.0,171.0,7.0,63.0,English
3232,Pulp Fiction,10/8/1994,8000000.0,213928762.0,154.0,8.3,8428.0,English
3234,Nightcrawler,10/23/2014,8500000.0,38697217.0,117.0,7.6,3395.0,English
3235,Club Dread,2/27/2004,8500000.0,5001655.0,104.0,5.1,107.0,English
3236,The Sound of Music,3/2/1965,8200000.0,286214286.0,174.0,7.4,941.0,English
3237,Splash,3/9/1984,8000000.0,69821334.0,111.0,6.1,321.0,English
3238,Little Miss Sunshine,7/26/2006,8000000.0,100523181.0,102.0,7.5,1686.0,English
3239,Stand by Me,8/22/1986,8000000.0,52287414.0,89.0,7.8,1522.0,English
3240,28 Days Later,10/31/2002,5000000.0,82719885.0,113.0,7.1,1777.0,English
3242,Escape from Alcatraz,6/22/1979,8000000.0,43000000.0,111.0,7.2,561.0,English
3243,Brown Sugar,10/5/2002,8000000.0,27362712.0,109.0,7.0,31.0,English
3245,50/50,9/30/2011,8000000.0,39187783.0,100.0,7.0,1261.0,English
3247,That Awkward Moment,1/29/2014,8000000.0,26049082.0,94.0,6.1,1004.0,English
3251,On Her Majesty's Secret Service,12/12/1969,6500000.0,81974493.0,142.0,6.5,456.0,English
3252,New Nightmare,10/13/1994,14000000.0,18090181.0,112.0,6.4,291.0,English
3253,Drive Me Crazy,10/1/1999,8000000.0,22593409.0,91.0,5.8,62.0,English
3254,Akeelah and the Bee,4/28/2006,8000000.0,18948425.0,112.0,6.7,81.0,English
3255,Half Baked,1/16/1998,8000000.0,17460020.0,82.0,6.4,177.0,English
3256,New in Town,1/30/2009,8000000.0,29010817.0,97.0,5.2,99.0,English
3257,American Psycho,4/13/2000,7000000.0,34266564.0,102.0,7.3,2066.0,English
3258,The Good Girl,1/12/2002,8000000.0,16856124.0,93.0,6.1,181.0,English
3259,Bon Cop Bad Cop,7/6/2006,8000000.0,12671300.0,116.0,6.5,42.0,French
3260,The Boondock Saints II: All Saints Day,11/24/2009,8000000.0,10629321.0,118.0,5.9,261.0,English
3263,Easy A,9/10/2010,8000000.0,74952305.0,92.0,6.7,2210.0,English
3265,Shadow of the Vampire,5/15/2000,8000000.0,8279017.0,92.0,6.6,148.0,English
3266,Prom,4/29/2011,8000000.0,10130000.0,104.0,5.7,134.0,English
3271,Anomalisa,12/30/2015,8000000.0,5659286.0,90.0,7.0,459.0,English
3272,Another Year,11/5/2010,8000000.0,18124262.0,129.0,7.0,97.0,English
3274,Showdown in Little Tokyo,8/23/1991,8000000.0,2275557.0,79.0,5.7,95.0,English
3276,It's Kind of a Funny Story,7/6/2010,8000000.0,6491240.0,101.0,6.9,672.0,English
3279,Prefontaine,1/24/1997,8000000.0,589304.0,106.0,6.7,21.0,English
3282,Begin Again,9/7/2013,8000000.0,63464861.0,104.0,7.3,1254.0,English
3283,Down in the Valley,5/13/2005,8000000.0,852872.0,112.0,5.9,63.0,English
3284,Brooklyn Rules,4/30/2007,8000000.0,458232.0,99.0,5.8,18.0,English
3288,Fido,9/7/2006,8000000.0,426224.0,91.0,6.6,135.0,English
3290,Wild Target,6/17/2010,8000000.0,3453043.0,98.0,6.4,215.0,English
3293,10th & Wolf,2/19/2006,8000000.0,143451.0,107.0,6.3,24.0,English
3295,Aloft,2/12/2014,8000000.0,53086.0,112.0,5.1,41.0,English
3296,Akira,7/16/1988,8000000.0,553171.0,124.0,7.8,773.0,Japanese
3297,The Death and Life of Bobby Z,7/23/2007,22000000.0,413454.0,97.0,5.8,103.0,English
3298,The Rocket: The Legend of Rocket Richard,10/25/2005,8000000.0,2019009.0,124.0,6.1,17.0,French
3303,Swimming Pool,5/18/2003,7800000.0,22441323.0,102.0,6.4,153.0,English
3307,Driving Miss Daisy,12/13/1989,7500000.0,145793296.0,99.0,7.0,350.0,English
3309,Rumble in the Bronx,1/30/1995,7500000.0,32392047.0,91.0,6.5,240.0,Chinese
3311,Thank You for Smoking,9/5/2005,6500000.0,24793509.0,92.0,7.1,664.0,English
3312,Hostel: Part II,6/8/2007,10200000.0,35619521.0,93.0,5.6,453.0,English
3313,An Education,10/29/2009,7500000.0,26096852.0,100.0,6.8,409.0,English
3314,Shopgirl,10/21/2005,10284523.0,11588205.0,104.0,5.7,75.0,English
3316,Narc,1/14/2002,6500000.0,12633747.0,105.0,6.8,142.0,English
3317,Men with Brooms,9/20/2002,7500000.0,4245870.0,102.0,4.5,7.0,English
3319,The Work and the Glory,11/24/2004,7500000.0,3347647.0,110.0,6.1,7.0,English
3320,Extract,9/3/2009,8000000.0,10848783.0,92.0,5.7,192.0,English
3325,Albert Nobbs,12/21/2011,8000000.0,5634828.0,113.0,6.2,132.0,English
3330,The Wave,3/11/2008,7500000.0,19000000.0,107.0,7.5,841.0,German
3331,The Neon Demon,6/8/2016,7000000.0,1333124.0,117.0,6.4,887.0,English
3332,Harry Brown,11/11/2009,7300000.0,10329747.0,103.0,6.7,348.0,English
3334,Juno,12/5/2007,7500000.0,231411584.0,96.0,7.0,2244.0,English
3336,Diamonds Are Forever,12/13/1971,7200000.0,116019547.0,120.0,6.3,553.0,English
3337,The Godfather,3/14/1972,6000000.0,245066411.0,175.0,8.4,5893.0,English
3338,Flashdance,4/14/1983,4000000.0,92921203.0,95.0,6.1,302.0,English
3339,(500) Days of Summer,7/17/2009,7500000.0,60722734.0,95.0,7.2,2904.0,English
3340,The Piano,5/19/1993,7000000.0,116700000.0,121.0,7.1,281.0,English
3341,Magic Mike,6/28/2012,7000000.0,167221571.0,110.0,6.1,1040.0,English
3343,Live and Let Die,7/5/1973,7000000.0,161777836.0,121.0,6.4,533.0,English
3346,Jumping the Broom,5/6/2011,6600000.0,37710610.0,112.0,6.0,56.0,English
3347,"Good Night, and Good Luck.",9/16/2005,7000000.0,54600000.0,93.0,6.8,273.0,English
3348,Capote,9/30/2005,7000000.0,49084830.0,114.0,6.8,384.0,English
3349,Desperado,8/25/1995,7000000.0,25405445.0,104.0,6.8,881.0,English
3350,Logan's Run,6/23/1976,9000000.0,25000000.0,119.0,6.6,269.0,English
3351,The Man with the Golden Gun,12/1/1974,7000000.0,97572000.0,125.0,6.3,524.0,English
3352,Action Jackson,2/12/1988,7000000.0,20256975.0,96.0,4.9,50.0,English
3355,Devil's Due,1/8/2014,7000000.0,36433975.0,89.0,4.4,216.0,English
3356,Flirting with Disaster,3/22/1996,7000000.0,14702438.0,92.0,6.3,66.0,English
3358,Dope,6/19/2015,700000.0,17986781.0,103.0,7.2,691.0,English
3359,In Too Deep,8/25/1999,7000000.0,14011454.0,97.0,6.2,17.0,English
3360,House of 1000 Corpses,4/11/2003,7000000.0,16829545.0,89.0,6.0,306.0,English
3362,A Serious Man,10/2/2009,7000000.0,31430334.0,105.0,6.6,483.0,English
3365,Beyond the Lights,9/10/2014,7000000.0,14618727.0,116.0,7.0,139.0,English
3367,The Last Temptation of Christ,8/12/1988,7000000.0,8373585.0,164.0,7.0,201.0,English
3368,Outside Providence,8/16/1999,7000000.0,7292175.0,96.0,5.6,30.0,English
3372,Split Second,5/1/1992,7.0,5.0,90.0,5.7,63.0,English
3373,The Other Side of Heaven,4/12/2001,7000000.0,4720371.0,113.0,6.7,14.0,English
3374,Veer-Zaara,11/12/2004,7000000.0,29385320.0,192.0,7.4,64.0,Hindi
3378,Auto Focus,10/18/2002,7000000.0,2062066.0,104.0,6.1,56.0,English
3380,We Need to Talk About Kevin,9/28/2011,7000000.0,6038942.0,112.0,7.4,677.0,English
3383,Losin' It,4/8/1983,7000000.0,1246141.0,100.0,4.5,31.0,English
3388,I Hope They Serve Beer in Hell,9/25/2009,7000000.0,1429299.0,106.0,5.7,20.0,English
3390,Hesher,1/22/2010,7000000.0,382946.0,106.0,6.7,212.0,English
3394,Freeheld,10/2/2015,7000000.0,573335.0,103.0,7.1,164.0,English
3395,The Extra Man,8/1/2010,7000000.0,453079.0,108.0,5.9,29.0,English
3396,Hard to Be a God,2/27/2013,7000000.0,1310673.0,170.0,6.7,41.0,Russian
3397,Ca$h,1/1/2010,7000000.0,46488.0,108.0,6.0,73.0,English
3399,The Boondock Saints,1/22/1999,6000000.0,30471.0,108.0,7.2,837.0,English
3402,The Snow Queen,10/11/2012,7000000.0,12400000.0,76.0,5.1,47.0,Russian
3405,Stargate: The Ark of Truth,3/11/2008,7000000.0,8900000.0,97.0,6.9,140.0,English
3406,Dazed and Confused,9/24/1993,6900000.0,7993039.0,102.0,7.4,583.0,English
3413,House at the End of the Street,9/21/2012,6900000.0,44287131.0,101.0,5.6,555.0,English
3414,Incendies,9/4/2010,6800000.0,7103838.0,130.0,7.9,479.0,French
3418,Annabelle,10/2/2014,6500000.0,255273813.0,99.0,5.6,1517.0,English
3419,Bran Nue Dae,8/9/2009,7.0,7.0,82.0,5.2,6.0,English
3420,Boyz n the Hood,7/12/1991,6500000.0,57504069.0,112.0,7.4,364.0,English
3421,La Bamba,7/24/1987,6500000.0,54215416.0,108.0,6.8,116.0,English
3423,Dressed to Kill,6/25/1980,6500000.0,31899000.0,105.0,6.8,157.0,English
3425,Go,4/9/1999,6500000.0,28451622.0,98.0,7.0,196.0,English
3426,Friends with Money,9/7/2006,6500000.0,13368437.0,88.0,5.1,128.0,English
3427,The Andromeda Strain,3/12/1971,6500000.0,12376563.0,131.0,7.0,190.0,English
3430,Shame,10/2/2011,6500000.0,17693675.0,100.0,7.0,875.0,English
3431,Layer Cake,9/30/2004,6500000.0,11850214.0,105.0,7.0,559.0,English
3432,The Work and the Glory II: American Zion,10/21/2005,6500000.0,2025032.0,100.0,8.0,6.0,English
3433,The East,5/31/2013,6500000.0,2401510.0,116.0,6.5,305.0,English
3434,A Home at the End of the World,7/23/2004,6500000.0,1548955.0,96.0,6.8,45.0,English
3436,The Messenger,11/13/2009,6500000.0,1521261.0,113.0,7.1,119.0,English
3439,The Terminator,10/26/1984,6400000.0,78371200.0,108.0,7.3,4128.0,English
3440,"Good bye, Lenin!",2/9/2003,4800000.0,79384880.0,121.0,7.4,586.0,German
3442,The Return of the Living Dead,5/15/1985,4000000.0,14237000.0,91.0,7.3,267.0,English
3443,Mallrats,10/20/1995,6000000.0,2122561.0,94.0,6.8,392.0,English
3444,Grease,7/7/1978,6000000.0,181813770.0,110.0,7.2,1581.0,English
3445,Platoon,12/18/1986,6000000.0,138530565.0,120.0,7.5,1205.0,English
3446,Fahrenheit 9/11,6/25/2004,6000000.0,119114517.0,122.0,6.8,397.0,English
3447,Butch Cassidy and the Sundance Kid,9/23/1969,6000000.0,102308889.0,110.0,7.4,650.0,English
3448,Mary Poppins,8/27/1964,6000000.0,102272727.0,139.0,7.4,1183.0,English
3450,West Side Story,10/18/1961,6000000.0,43656822.0,152.0,7.0,389.0,English
3451,Caddyshack,7/25/1980,6000000.0,39846344.0,98.0,6.6,365.0,English
3453,The Wood,7/16/1999,6000000.0,25059640.0,106.0,7.1,34.0,English
3454,The Usual Suspects,7/19/1995,6000000.0,23341568.0,106.0,8.1,3254.0,English
3455,A Nightmare on Elm Street 5: The Dream Child,8/11/1989,8000000.0,22168359.0,89.0,5.5,245.0,English
3456,National Lampoon’s Van Wilder,3/29/2002,5000000.0,38275483.0,92.0,5.9,858.0,English
3457,The Wrestler,9/7/2008,6000000.0,44703995.0,109.0,7.3,1000.0,English
3458,Duel in the Sun,12/31/1946,6000000.0,20400000.0,144.0,6.2,37.0,English
3460,Escape from New York,5/22/1981,6000000.0,50244700.0,99.0,6.9,703.0,English
3462,Daddy Day Camp,8/8/2007,6000000.0,18197398.0,89.0,4.4,91.0,English
3463,Mr. Nice Guy,1/31/1997,12716953.0,18814720.0,113.0,6.3,128.0,Chinese
3464,A Mighty Wind,4/16/2003,6000000.0,18750246.0,91.0,6.6,74.0,English
3466,Sliding Doors,4/23/1998,6000000.0,58000000.0,99.0,6.5,354.0,English
3467,Tales from the Hood,5/24/1995,6000000.0,12000000.0,98.0,5.4,32.0,English
3468,The Last King of Scotland,9/1/2006,6000000.0,48027970.0,121.0,7.4,558.0,English
3469,Halloween 5: The Revenge of Michael Myers,10/12/1989,5000000.0,11642254.0,96.0,5.2,183.0,English
3470,Bernie,4/27/2012,5000000.0,9206470.0,100.0,6.5,320.0,English
3471,Dolphins and Whales: Tribes of the Ocean,2/15/2008,6000000.0,7518876.0,42.0,8.0,3.0,English
3473,200 Cigarettes,2/26/1999,6000000.0,6852450.0,101.0,6.1,44.0,English
3474,The Words,9/7/2012,6000000.0,13231461.0,96.0,6.4,379.0,English
3476,City Island,3/6/2009,6000000.0,6670712.0,104.0,6.9,113.0,English
3477,The Guard,7/7/2011,6000000.0,19560274.0,96.0,6.8,372.0,English
3478,College,8/28/2008,7000000.0,6230276.0,94.0,4.8,48.0,English
3479,The Virgin Suicides,4/21/1999,6000000.0,10409377.0,97.0,7.1,817.0,English
3482,Wish I Was Here,1/18/2014,5500000.0,5483299.0,120.0,6.4,300.0,English
3483,Simply Irresistible,2/5/1999,6000000.0,4398989.0,95.0,5.5,52.0,English
3485,Only the Strong,8/27/1993,6000000.0,3283371.0,99.0,6.9,29.0,English
3487,Shattered Glass,11/14/2003,6000000.0,2944752.0,94.0,6.6,111.0,English
3488,Novocaine,11/23/2001,6000000.0,2025238.0,95.0,6.0,44.0,English
3490,The Wild Bunch,6/17/1969,6244087.0,638641.0,145.0,7.6,259.0,English
3491,The Wackness,7/3/2008,6000000.0,2899975.0,99.0,6.2,94.0,English
3494,Beastmaster 2: Through the Portal of Time,6/8/1991,6000000.0,869325.0,107.0,4.6,17.0,English
3495,The 5th Quarter,3/25/2011,6000000.0,399611.0,97.0,4.7,12.0,English
3498,Snow Flower and the Secret Fan,7/15/2011,134005.0,1332231.0,104.0,5.3,22.0,English
3502,"Surfer, Dude",9/5/2008,6000000.0,69497.0,85.0,4.7,25.0,English
3507,Deadfall,11/8/2012,12000000.0,66351.0,95.0,5.6,224.0,English
3511,Videodrome,2/4/1983,5952000.0,2120439.0,87.0,7.1,454.0,English
3512,The Spanish Apartment,5/17/2002,5300000.0,3897799.0,122.0,7.0,266.0,French
3513,Song One,1/20/2014,6000000.0,32251.0,86.0,5.5,87.0,English
3514,Winter in Wartime,11/17/2008,4000000.0,530048.0,103.0,6.8,66.0,Dutch
3516,The Train,9/21/1964,5800000.0,6800000.0,133.0,7.2,72.0,English
3518,The Protector,8/11/2005,6000000.0,27165581.0,108.0,6.8,167.0,Thai
3520,Bend It Like Beckham,4/11/2002,3500159.0,76578641.0,112.0,6.2,578.0,English
3522,Crossover,9/1/2006,5800000.0,7000000.0,95.0,4.2,10.0,English
3524,[REC]²,9/15/2009,5600000.0,18469680.0,85.0,6.4,489.0,Spanish
3526,The Sting,12/25/1973,5500000.0,159616327.0,129.0,7.9,622.0,English
3527,Chariots of Fire,5/15/1981,5500000.0,58972904.0,123.0,6.8,207.0,English
3531,High Plains Drifter,4/19/1973,5500000.0,15700000.0,105.0,7.4,278.0,English
3534,Galaxina,6/6/1980,5500000.0,4865000.0,95.0,3.3,16.0,English
3536,Mambo Italiano,6/6/2003,4361898.0,3031801.0,92.0,5.6,28.0,English
3537,Wonderland,10/23/2003,5000000.0,2466444.0,104.0,6.2,73.0,English
3538,Do the Right Thing,6/30/1989,6500000.0,37295445.0,120.0,7.6,292.0,English
3543,Rang De Basanti,1/26/2006,2200000.0,11502151.0,157.0,7.2,97.0,Hindi
3551,Miss Julie,9/7/2014,5500000.0,5000000.0,120.0,5.9,45.0,English
3555,Saw II,10/28/2005,4000000.0,152925093.0,92.0,6.3,1251.0,English
3556,10 Cloverfield Lane,3/10/2016,15000000.0,108286421.0,103.0,6.8,2468.0,English
3557,Jackass: The Movie,10/21/2002,5000000.0,64282312.0,87.0,6.1,345.0,English
3558,Lights Out,7/21/2016,4900000.0,44107032.0,81.0,6.3,1129.0,English
3559,Paranormal Activity 3,10/19/2011,5000000.0,205703818.0,83.0,5.9,669.0,English
3560,Ouija,10/24/2014,5000000.0,103590271.0,89.0,4.9,983.0,English
3561,A Nightmare on Elm Street 3: Dream Warriors,2/27/1987,5000000.0,44793222.0,96.0,6.5,354.0,English
3562,Instructions Not Included,7/20/2013,5500000.0,99067206.0,115.0,7.5,205.0,Spanish
3563,Paranormal Activity 4,10/17/2012,5000000.0,142817992.0,95.0,5.2,563.0,English
3564,The Robe,9/16/1953,4100000.0,36000000.0,135.0,6.4,42.0,English
3565,The Return of the Pink Panther,5/21/1975,5000000.0,41833347.0,113.0,6.7,137.0,English
3566,Freddy's Dead: The Final Nightmare,9/5/1991,11000000.0,34872033.0,89.0,5.1,272.0,English
3567,Monster,11/16/2003,8000000.0,60378584.0,110.0,7.0,485.0,English
3568,"20,000 Leagues Under the Sea",12/23/1954,5000000.0,28200000.0,127.0,6.8,157.0,English
3569,Paranormal Activity: The Marked Ones,1/1/2014,5000000.0,86362372.0,84.0,5.2,449.0,English
3570,The Elephant Man,10/2/1980,5000000.0,26010864.0,124.0,7.9,719.0,English
3571,Dallas Buyers Club,9/7/2013,5000000.0,55198285.0,117.0,7.9,2886.0,English
3572,The Lazarus Effect,1/29/2015,3300000.0,64110728.0,83.0,5.1,505.0,English
3573,Memento,10/11/2000,9000000.0,39723096.0,113.0,8.1,4028.0,English
3574,Oculus,9/8/2013,5000000.0,44030246.0,104.0,6.3,1050.0,English
3575,Clerks II,5/25/2006,5000000.0,26888376.0,97.0,6.9,398.0,English
3576,Billy Elliot,5/18/2000,5000000.0,110000000.0,110.0,7.4,750.0,English
3577,The Way Way Back,6/6/2013,4600000.0,23198652.0,103.0,7.1,688.0,English
3579,The Man from Snowy River,3/2/1982,3500000.0,20659423.0,104.0,6.8,37.0,English
3583,Our Idiot Brother,8/26/2011,10000000.0,17273593.0,90.0,5.9,365.0,English
3584,Race,2/19/2016,5000000.0,24804129.0,134.0,7.1,478.0,English
3586,"As Above, So Below",8/14/2014,5000000.0,40100000.0,93.0,6.1,766.0,English
3589,Still Alice,12/5/2014,5000000.0,43884652.0,99.0,7.5,1104.0,English
3590,The Egyptian,8/25/1954,5000000.0,15000000.0,139.0,6.0,11.0,English
3591,Nighthawks,3/17/1981,5000000.0,19905359.0,99.0,6.4,86.0,English
3592,Friday the 13th Part VIII: Jason Takes Manhattan,7/28/1989,5000000.0,14000000.0,100.0,4.8,191.0,English
3593,My Big Fat Greek Wedding,2/22/2002,5000000.0,368744044.0,95.0,6.2,671.0,English
3594,Spring Breakers,1/24/2013,5000000.0,31724284.0,94.0,5.0,1551.0,English
3595,Halloween: The Curse of Michael Myers,9/29/1995,5000000.0,15116634.0,88.0,5.0,170.0,English
3596,Y Tu Mamá También,6/8/2001,5000000.0,33616692.0,106.0,7.3,315.0,Spanish
3597,Shaun of the Dead,4/9/2004,4000000.0,30039392.0,99.0,7.5,2420.0,English
3599,Lone Star,6/21/1996,5000000.0,13269963.0,135.0,6.9,77.0,English
3600,Halloween 4: The Return of Michael Myers,10/21/1988,5000000.0,17768757.0,88.0,5.9,209.0,English
3603,Lone Wolf McQuade,4/14/1983,5000000.0,12232628.0,107.0,5.5,67.0,English
3604,Apollo 18,7/20/2011,5000000.0,25562924.0,86.0,5.0,356.0,English
3605,Sunshine Cleaning,1/18/2008,5000000.0,16174377.0,102.0,6.5,255.0,English
3606,No Escape,8/26/2015,5000000.0,54418872.0,103.0,6.7,777.0,English
3608,Solomon and Sheba,12/25/1959,5000000.0,12200000.0,139.0,5.4,8.0,English
3609,Fifty Shades of Black,1/28/2016,20000000.0,21164799.0,92.0,4.3,331.0,English
3611,A Farewell to Arms,12/8/1932,4.0,25.0,89.0,6.2,28.0,English
3615,The Barbarian Invasions,5/21/2003,8000000.0,3432342.0,99.0,6.7,77.0,French
3618,Force 10 from Navarone,11/1/1978,5000000.0,7230000.0,118.0,6.4,91.0,English
3622,Once Upon a Time in the West,12/21/1968,5000000.0,5321508.0,175.0,8.1,1128.0,Italian
3623,Made,7/13/2001,5000000.0,5476060.0,94.0,6.3,55.0,English
3624,Moon,6/12/2009,5000000.0,9760104.0,97.0,7.6,1794.0,English
3626,Sea Rex 3D: Journey to a Prehistoric World,5/14/2010,5000000.0,4074023.0,41.0,5.9,11.0,English
3627,The Sweet Hereafter,5/14/1997,5000000.0,3263585.0,112.0,6.8,103.0,English
3628,Of Gods and Men,5/18/2010,4000000.0,41424067.0,120.0,6.5,91.0,French
3629,Bottle Shock,8/6/2008,5000000.0,4040588.0,110.0,6.6,60.0,English
3631,Heavenly Creatures,9/2/1994,5000000.0,3049135.0,99.0,7.0,294.0,English
3632,90 Minutes in Heaven,9/11/2015,5000000.0,4842699.0,121.0,5.4,40.0,English
3633,Everything Must Go,10/15/2010,5000000.0,2614773.0,97.0,6.0,208.0,English
3634,Zero Effect,1/30/1998,5000000.0,1980338.0,116.0,6.0,55.0,English
3635,The Machinist,2/9/2004,5000000.0,8203235.0,101.0,7.3,1247.0,English
3637,Kill the Messenger,10/9/2014,5000000.0,2450846.0,112.0,6.6,355.0,English
3638,Rabbit Hole,12/16/2010,5000000.0,5129058.0,91.0,6.9,165.0,English
3639,Party Monster,9/5/2003,5000000.0,742898.0,98.0,5.9,58.0,English
3640,Green Room,4/15/2016,5000000.0,3220371.0,95.0,6.7,683.0,English
3642,Atlas Shrugged Part III: Who is John Galt?,9/12/2014,5000000.0,846704.0,99.0,3.9,15.0,English
3643,Bottle Rocket,2/21/1996,7000000.0,560069.0,91.0,6.8,281.0,English
3648,Tucker and Dale vs Evil,1/22/2010,5000000.0,5476793.0,89.0,7.3,847.0,English
3653,The Visit,9/10/2015,5000000.0,98450062.0,94.0,6.0,1360.0,English
3654,Redacted,1/1/2007,5000000.0,782102.0,90.0,6.2,37.0,English
3674,Soul Kitchen,9/9/2009,5000000.0,17872796.0,99.0,7.1,116.0,German
3675,Sling Blade,8/30/1996,1000000.0,24475416.0,135.0,7.4,231.0,English
3676,The Awakening,8/17/2011,4798235.0,209696.0,107.0,6.3,458.0,English
3677,Hostel,1/6/2005,4800000.0,80578934.0,94.0,5.7,887.0,English
3679,Take Shelter,11/25/2011,5000000.0,3099314.0,120.0,7.1,471.0,English
3683,The Texas Chainsaw Massacre 2,8/22/1986,4700000.0,8025872.0,101.0,5.9,139.0,English
3684,Pat Garrett & Billy the Kid,5/23/1973,4638783.0,11000000.0,106.0,7.2,65.0,English
3685,Only God Forgives,5/30/2013,4800000.0,10337387.0,90.0,5.6,862.0,English
3694,Police Academy,3/22/1984,4500000.0,146198896.0,96.0,6.5,602.0,English
3695,The Blue Lagoon,7/5/1980,4500000.0,58853106.0,104.0,5.8,408.0,English
3696,Four Weddings and a Funeral,3/9/1994,6000000.0,254700832.0,117.0,6.6,632.0,English
3697,Fast Times at Ridgemont High,8/13/1982,4500000.0,27092880.0,90.0,7.0,322.0,English
3698,Moby Dick,6/27/1956,4500000.0,10400000.0,116.0,6.9,89.0,English
3699,25th Hour,12/16/2002,15000000.0,13060843.0,135.0,7.2,629.0,English
3700,Bound,9/13/1996,4500000.0,7011317.0,108.0,6.9,198.0,English
3701,Requiem for a Dream,10/27/2000,4500000.0,7390108.0,102.0,7.9,2443.0,English
3705,Moms' Night Out,3/25/2014,5000000.0,10429707.0,98.0,5.5,121.0,English
3706,Donnie Darko,1/18/2001,6000000.0,1270522.0,113.0,7.7,3452.0,English
3710,Life During Wartime,10/10/2009,4500000.0,744816.0,97.0,6.3,30.0,English
3717,After.Life,4/9/2010,4500000.0,3606395.0,104.0,5.4,251.0,English
3719,One Flew Over the Cuckoo's Nest,11/18/1975,3000000.0,108981275.0,133.0,8.2,2919.0,English
3722,Airlift,1/22/2016,4500000.0,32000000.0,126.0,7.3,57.0,Hindi
3725,The Sweeney,9/11/2012,3730500.0,6294161.0,112.0,5.7,109.0,English
3728,Whale Rider,1/30/2003,8000000.0,41400000.0,101.0,7.1,111.0,English
3733,Night Watch,6/27/2004,4200000.0,32000000.0,114.0,6.3,210.0,Russian
3734,The Crying Game,9/2/1992,3705538.0,62548947.0,112.0,6.9,176.0,English
3735,Porky's,11/13/1981,4000000.0,125728258.0,94.0,6.1,183.0,English
3737,Night of the Living Dead,10/1/1968,114000.0,30000000.0,96.0,7.5,580.0,English
3738,Lost in Translation,8/31/2003,4000000.0,119723856.0,102.0,7.3,1895.0,English
3739,Annie Hall,4/19/1977,4000000.0,38251425.0,93.0,7.8,1010.0,English
3740,The Greatest Show on Earth,1/10/1952,4000000.0,36000000.0,152.0,6.6,50.0,English
3741,Monster's Ball,11/11/2001,4000000.0,44909486.0,111.0,6.5,250.0,English
3742,Maggie,5/8/2015,4000000.0,187112.0,95.0,5.2,593.0,English
3743,Leaving Las Vegas,10/27/1995,3600000.0,49800000.0,112.0,7.1,360.0,English
3746,The Boy Next Door,1/23/2015,4000000.0,52425855.0,91.0,4.1,1022.0,English
3747,Trapeze,5/30/1956,4000000.0,14400000.0,105.0,6.4,22.0,English
3748,The Kids Are All Right,7/9/2010,3500000.0,34705850.0,106.0,6.5,506.0,English
3749,They Live,11/23/1988,4000000.0,13008928.0,94.0,7.1,550.0,English
3750,The Great Escape,6/20/1963,4000000.0,11744471.0,172.0,7.8,717.0,English
3752,The Last Exorcism Part II,2/28/2013,5000000.0,15179302.0,88.0,4.4,203.0,English
3753,Boyhood,6/5/2014,4000000.0,44349000.0,164.0,7.5,1971.0,English
3754,Scoop,7/27/2006,4000000.0,31584901.0,96.0,6.4,420.0,English
3755,The Wash,11/16/2001,7000000.0,10229331.0,93.0,5.3,26.0,English
3756,3 Strikes,3/1/2000,6000000.0,9000000.0,82.0,5.9,15.0,English
3758,The Misfits,1/1/1961,4000000.0,8200000.0,124.0,6.8,72.0,English
3764,Topaz,12/18/1969,4000000.0,6000000.0,143.0,6.1,77.0,English
3765,Let's Go to Prison,11/17/2006,4000000.0,4630045.0,84.0,5.5,69.0,English
3766,Four Rooms,12/9/1995,4000000.0,4300000.0,98.0,6.5,530.0,English
3767,Secretary,1/11/2002,4000000.0,9304609.0,104.0,6.7,376.0,English
3769,Talk Radio,12/21/1988,4000000.0,3468572.0,110.0,6.7,46.0,English
3772,You Kill Me,2/9/2007,4000000.0,2426851.0,90.0,6.2,80.0,English
3774,Red State,8/19/2011,4000000.0,1104682.0,88.0,5.9,316.0,English
3775,Mirrormask,1/25/2005,4000000.0,866999.0,101.0,6.6,102.0,English
3783,Joe,4/11/2014,4000000.0,2365467.0,118.0,6.5,338.0,English
3784,Shooting Fish,8/22/1997,3000000.0,302204.0,109.0,7.0,23.0,English
3785,Prison,3/4/1988,1300000.0,354704.0,102.0,6.7,27.0,English
3789,Trust,9/10/2010,9500000.0,120000.0,104.0,6.6,307.0,English
3792,Adore,4/3/2013,16000000.0,318982.0,100.0,6.1,291.0,English
3794,Mondays in the Sun,9/27/2002,4000000.0,146402.0,113.0,7.1,36.0,Spanish
3795,Stake Land,9/30/2010,650000.0,33245.0,98.0,6.2,285.0,English
3798,Another Happy Day,11/18/2011,4000000.0,355688.0,119.0,6.2,37.0,English
3799,A Lonely Place to Die,4/9/2011,4000000.0,25345000.0,99.0,6.2,157.0,English
3804,Hell's Angels,11/15/1930,3950000.0,8000000.0,127.0,6.1,19.0,English
3811,A Man for All Seasons,12/12/1966,3900000.0,28350000.0,120.0,7.5,89.0,English
3812,Network,11/1/1976,3800000.0,23689877.0,121.0,7.7,381.0,English
3813,Gone with the Wind,12/15/1939,4000000.0,400176459.0,238.0,7.7,970.0,English
3815,Major Dundee,4/7/1965,3800000.0,14873.0,123.0,6.2,38.0,English
